Id,source,issue,ETD_sent,manual_ETD,y_ETD,PS_sent,manual_PS,y_PS
14073,deeplearning4j,"Is it possible to give me a clue wrt. Workspaces vs. the ""old mode""? I've read the webpage! My understanding so far: The standard mode is that the JVM GC handles cleaning of both heap (as normal) but also resources outside, i.e. the GPU. The workspaces mode is a more explicit handling, whereby when you wander outside the ""try-with-resources"" block, the resources are dropped? Will you not be bothered by the GC stuff then?",Is it possible to give me a clue wrt.,ETD_BE_POSSIBLE_TO,1,,,0
16077,deeplearning4j,"Hi, I am using ParagraphVectors for labelling some documents. I need to store and load those vectors. Therefore, I tried something like'''WordVectorSerializer.writeParagraphVectors(vectors, path); [<-CODE->] '''Now, the labels seem to be empty (vec.getLabelsSource() is null). I checked the stored zip file manually and there are some B64 encoded labels in labels.txt. I wonder if anybody has any idea what I did wrong?",I need to store and load those vectors,ETD_NEED_TO,1,"Now, the labels seem to be empty (vec.getLabelsSource() is null). ","PS_VERB_ERROR,PS_NEG_ADV_ADJ,",1
25083,nodejs,"Hello World! I'm trying to '''npm install node-jsdom''' but getting the dreaded node-gyp rebuild error Failed at the contextify@0.1.15 install script 'node-gyp rebuild'.\nnpm ERR! Make sure you have the latest version of node.js and npm installed.\nnpm ERR! If you do, this is most likely a problem with the contextify package,\nnpm ERR! not with npm itself. im using nvm just opened her up where should i paste it? ended up usingnpm install jsdom-no-contextifyas it appeared that this was the problem dependancy about to give it a whirl forget you contenxtify! whoever you are",trying to '''npm install node-jsdom'',ETD_TRYING_TO,1,but getting the dreaded node-gyp rebuild error Failed at the contextify@0.1.15 install script,"PS_PROBLEM,PS_NEG_VERB,PS_VERB_ERROR,PS_NO_NOUN,",1
8656,deeplearning4j,"Hi, I could run the examples of DL4J except the BasicRNNExample. It will suddenly stop when it is running without any exception. My OS is Win10. I try different version of JDK and eclipse but no use. Is there anything wrong?",,,0,It will suddenly stop when it is running without any exception,"PS_VERB_ERROR,PS_NEG_VERB,PS_NEG_ADV_ADJ,",1
2715,angular,"Anyone knows how to make a validator that depends on a previous field value to ignore validation? basically i have a form to setup a request, if one field has value 'GET' then the other should not matter, while if the field has value 'POST' the other should validate as required and with certain pattern.","basically i have a form to setup a request, if one field has value 'GET' then the other should not matter, while if the field has value 'POST' the other should validate as required and with certain pattern.","ETD_NORMALLY,ETD_REQUIRES,ETD_SHOULD",1,,,0
9386,deeplearning4j,"hello, i need please a source code in java  to extract MFCC from a audio file .wav,  thx",i need please a source code in java  to extract MFCC from a audio file .wav,ETD_NEED_TO,1,,,0
14265,deeplearning4j,short question about understanding where to use NormalizerMinMaxScaler preProcessor = new NormalizerMinMaxScaler(); When I create my Iterator I load all the data into a nd4j tensor. In hasNext() I create the DataSet as return value. preProcessor.fit() requires a input value from type DataSet. That is my issue... Do I have convert the nd4j tensor at the beginning into a DataSet for using dl4j Normalizer?,,,0,preProcessor.fit() requires a input value from type DataSet. That is my issue,"PS_VERB_ERROR,",1
14930,deeplearning4j,"Hi,When I try to do suggested workaround for model evaluation on Spark I get:Main.scala:36: identifier expected but integer literal found.[error]     val evaluation: Evaluation = irisNNModel.doEvaluation(testData, 64, new Evaluation(10))[0] What do I do wrong?",I try to do suggested workaround for model evaluation on Spark,ETD_TRYING_TO,1,I get:Main.scala:36: identifier expected but integer literal found.[error],"PS_ETD_TRY,PS_NEG_ADV_ADJ,",1
13228,deeplearning4j,"raver119: I reinstalled everything and still no CUDA devices :( I downloaded a couple of utilities to verify CUDA was working properly and it is, all paths are present and all tests pass.. Can you think of anything that might be causing this? Some property or path? Here's a gist of my pom [<-LINK->]",,,0,I reinstalled everything and still no CUDA devices,"PS_NO_NOUN,",1
33225,typescript,"Is it possible to narrow the type of a discriminated union represented as an object, with each key representing some different subclasses, but all guaranteed to be of some base class? For example, say I have this interface and mapped type: [<-CODE->] Right now, I get an error when I run this code, because it claims ""JobEntity"" is missing x properties from ""ParticipantEntity"": [<-CODE->] Is there a particular reason using the spread operator to self-reference a property from a superclass results in a typescript error: [<-CODE->]  [<-CODE->] If I remove the...this.onspread from the object declaration, the error vanishes. I'm just not sure why applying it means everything that ends up being piped through rxjs suddenly becomes typeunknown.",Is it possible to narrow the type of a discriminated union represented as an object,ETD_BE_POSSIBLE_TO,1," I get an error when I run this code, because it claims ""JobEntity"" is missing x properties from ""ParticipantEntity"":","PS_NEG_ADV_ADJ,PS_PROBLEM,PS_NEG_VERB,PS_NEG_AUX_ADV_ADJ,PS_END_UP,",1
29724,typescript,Hello would it be possible to set string literal type for possible react classNames with typescript? Anyone has idea how I could do this? Assume that I have: [<-CODE->] And now when I type in JSX: [<-CODE->] I would like Typescript to detect it and highlight error in editor. [<-CODE->],T1: would it be possible to set string literal type for possible react classNames with typescript? T2: I would like Typescript to detect it and highlight error in editor,"ETD_BE_POSSIBLE_TO,ETD_WOULD_LIKE",1,,,0
7646,deeplearning4j,Can I ask another stupid question about the framework ? Why is it not coded in Scala with a Java API ? Well it's been pretty stable but I see the point. I just thought it would make the code immensely clearer with all the abstraction and make it performant with breeze. Well probably not more performant,,,0,,,0
13583,deeplearning4j,"hi@raver119.  I am trying to get deeplearning4j going in eclipse, and am having trouble with the error that ""log cannot be resolved"" that occurs in code you wrote. I know you probably didnt use eclipse, but do you have any idea how to resolve the error in eclipse?  (log is an undeclared variable)",I am trying to get deeplearning4j going in eclipse,ETD_TRYING_TO,1,"and am having trouble with the error that ""log cannot be resolved"" that occurs in code you wrote","PS_PROBLEM,PS_NEG_AUX_VERB,PS_ERROR_NOUN_PHRASE,PS_VERB_ERROR,",1
21295,ethereum,I tried to download the Ethereum Wallet (Mist?) for Mac OS X last night. I transferred some Bitcoin to Ethereum as they suggested and then Mist started downloading the entire blockchain. Had no idea it would take this long and have no idea where my Ether is.. Can someone help me?,I tried to download the Ethereum Wallet (Mist?) for Mac OS X last night,ETD_TRYING_TO,1,Had no idea it would take this long and have no idea where my Ether is,"PS_NO_NOUN,PS_VERB_NO,",1
33158,typescript,"do you have any ideas how I could assert if that function is a callable or a constructable? hello, I have a type which is a function, either callable or a constructor - so basically() => Something | { new (): Something } typeof myFn === 'function'is not enough since both are functions and if I trytypeof (new myFn) !== 'function'then I get a red line there because it could be it's not constructable nope, [<-CODE->] gives error, as it should",,,0," I get a red line there because it could be it's not constructable nope, [<-CODE->] gives error,","PS_NEG_AUX_ADV_ADJ,PS_VERB_ERROR,",1
13244,deeplearning4j,Hello! I am a bit confused... I am running the same algorithm implemented in Java with ND4J library and implemented in python with numpy. The results are slightly different between those runs when i am using the same data. It depends on the programming language or actually i should invest the problem further?,I am running the same algorithm implemented in Java with ND4J library and implemented in python with numpy.,ETD_IMPLEMENT,1,The results are slightly different between those runs when i am using the same data,"PS_NEG_ADV_ADJ,PS_VERB_ERROR,",1
15613,deeplearning4j,"I'm fairly new to Maven, but all I want is to be able to access the libraries. My Maven project is already set up correctly and I am actively using to load a number of dependencies.",but all I want is to be able to access the libraries,ETD_WANT_TO,1,,,0
18824,docker,Hi all I'm trying to build a docker image from jenkins? I'm runing a windows OP I'm trying to build a docker image from jenkinsdocker build -t fc12c2a5edc227f992c7f117588c5d24be9752bc -f Dockerfile .always give me this error script.sh: docker: not foundi installed this pluginCloudBees Docker Build and Publish pluginplease what am i missing,I'm trying to build a docker image from jenkins,ETD_TRYING_TO,1,Dockerfile .always give me this error script.sh: docker: not found,"PS_VERB_ERROR,PS_NEG_AUX_VERB,PS_ERROR_NOUN_PHRASE,PS_NEG_ADV_ADJ,",1
24282,nodejs,"My server receives a request that is passed into my router. (Express) Router checks DB for the query, if it is present I need to send instructions to the client.  If it is not present, I need to send a different instruction. If it is not present but it meets a different criteria, I need to send a completely different instruction to the client. How would you suggest I go about handling this? What is the best practice here?"," if it is present I need to send instructions to the client.  If it is not present, I need to send a different instruction. If it is not present but it meets a different criteria, I need to send a completely different instruction to the client. ",ETD_NEED_TO,1,,,0
