Tag,Corrected,Count
cunit,,57
cup,,56
cups,,177
cups-lpd,,69
cupy,,120
curb,,99
curl,,2706
curl-multi,,100
curlpp,,58
curly-braces,,155
curly-brackets,,73
currency,,349
currency-exchange-rates,,79
currency-formatting,,116
currentculture,,100
currentlocation,,104
current-time,,59
currentuiculture,,59
currying,,186
curses,,210
cursive,,64
cursor,,530
cursor-position,,112
cursors,cursor,104
curve,,198
curve-fitting,,455
curves,curve,100
custom-action,,211
custom-action-filter,,76
custom-activity,,68
custom-adapter,,134
custom-attributes,,173
custom-authentication,,100
custom-backend,,58
custom-binding,,100
custom-build-step,,64
custom-cell,,132
custom-component,,196
custom-configuration,,60
custom-controls,,446
custom-cursor,,53
custom-data-attribute,,142
custom-data-type,,102
customdialog,,106
custom-dimensions,,50
custom-distributions,,107
custom-domain,,98
custom-draw,,50
custom-element,,212
customer-account-data-api,,57
customer-relations,,51
custom-error-handling,,100
custom-error-pages,,118
custom-errors,,130
custom-event,custom-events,54
custom-events,,103
custom-exceptions,,102
custom-fields,,210
custom-field-type,,51
custom-font,,117
custom-formatting,,73
custom-function,,114
custom-functions-excel,,101
custom-headers,,88
custom-installer,,50
customization,,788
customizing,,80
custom-keyboard,,147
custom-lists,,110
custom-membershipprovider,,99
custom-model-binder,,104
custom-object,,100
custom-pages,,74
custompaging,,62
custom-painting,,99
custom-post-type,,243
custom-properties,,79
custom-protocol,,62
custom-renderer,,112
custom-routes,,102
custom-scrolling,,84
customscrollview,,53
custom-server-controls,,117
custom-tag,custom-tags,99
custom-tags,,101
customtaskpane,,76
custom-taxonomy,,119
custom-theme,,60
custom-titlebar,,74
custom-transition,,64
custom-type,,101
custom-url,,103
customvalidator,,137
custom-validators,customvalidator,107
custom-view,,149
custom-widgets,,92
custom-wordpress-pages,,159
cut,,153
cv2,,159
cvc4,,61
cvpixelbuffer,,96
cvs,,301
cvs2svn,,70
cvx,,55
cvxopt,,101
cvxpy,,170
cwnd,,61
cxf,,630
cxf-client,,91
cxf-codegen-plugin,,70
cx-freeze,,140
cxfrs,,99
cxml,,52
cx-oracle,,178
cyanogenmod,,104
cyberduck,,59
cybersource,,73
cycle,,191
cyclejs,,99
cyclic,,76
cyclicbarrier,,57
cyclic-dependency,,92
cyclic-reference,,102
cyclomatic-complexity,,115
cydia,,129
cydia-substrate,,92
cygwin,,925
cypher,,709
cypress,,945
cypress-component-test-runner,,96
cypress-cucumber-preprocessor,,111
cypress-testing-library,,100
cyrillic,,119
cython,,437
cythonize,,103
cytoscape,,148
cytoscape.js,,167
cytoscape-web,,79
d,,530
d3.js,,1902
d3dx,,50
d3-force-directed,,99
d3plus,,58
daab,,50
dac,,103
dacpac,,150
daemon,,464
daemons,,88
daemonset,,56
dafny,,131
dagger,,133
dagger-2,dagger,214
dagger-hilt,,335
dagre-d3,,55
dagster,,81
dailymotion-api,,103
dajaxice,,94
dalekjs,,75
dalli,,97
dalvik,,198
dam,,83
damage,,86
daml,,99
dancer,,115
dandelion,,53
dangling-pointer,,101
dao,,240
daphne,,101
dapper,,306
dapper-extensions,,90
dapr,,73
darkflow,,53
darkmode,,126
dark-mode,,67
darknet,,127
dart,,6324
dart-2,dart,50
dart2js,,100
dart-analyzer,,54
dart-async,,120
dart-editor,,107
dart-ffi,,60
dart-html,,152
dart-http,,59
dart-io,,101
dart-isolates,,108
dartium,,94
dart-js-interop,,100
dart-mirrors,,101
dart-null-safety,,225
dart-polymer,,165
dart-pub,,180
dart-sass,,59
dart-sdk,,55
dart-webui,,101
darwin,,135
dash.js,,69
dashboard,,425
dashcode,,100
dashdb,,104
dashing,,113
dash-shell,,107
dask,,562
dask-dataframe,,131
dask-delayed,,106
dask-distributed,,203
dask-ml,,54
dat.gui,,99
data,,225
data.table,,608
data-access,,113
data-access-layer,,256
data-acquisition,,81
dataadapter,,110
data-analysis,,288
data-annotations,,294
data-augmentation,,122
databags,,70
database,,11658
database-abstraction,,72
database-administration,,263
database-agnostic,,89
database-backup,,101
database-backups,,254
database-cleaner,,99
database-cluster,,55
database-concurrency,,100
database-connection,,500
database-connectivity,,69
database-cursor,,142
database-deadlocks,,128
database-design,,1811
database-development,,94
database-first,,101
database-indexes,,145
database-link,,89
database-locking,,98
database-mail,,72
database-management,,90
database-metadata,,106
database-migration,,421
database-mirroring,,102
database-normalization,,232
database-optimization,,101
database-partitioning,,175
database-performance,,295
database-permissions,,105
database-project,,144
database-relations,,106
database-replication,,334
database-restore,,162
database-scan,,53
database-schema,,306
database-security,,100
database-sequence,,88
database-server,,55
database-table,,108
database-testing,,69
database-trigger,,125
database-tuning,,101
database-versioning,,99
databinder,,64
data-binding,,1702
databound,,103
databound-controls,,51
databricks,,884
databricks-connect,,100
databricks-sql,,101
datacenter,,147
data-class,,113
data-cleaning,,218
data-collection,,99
datacolumn,,102
data-comparison,,55
data-connections,,81
data-consistency,,100
datacontext,,185
datacontract,,184
datacontractjsonserializer,,99
datacontractserializer,,158
data-conversion,,240
data-dictionary,datadirectory,100
datadirectory,,50
data-distribution-service,,128
datadog,,182
data-driven,,99
data-driven-tests,,120
data-dump,,50
data-dumper,,77
data-entry,,104
dataexplorer,,74
data-export,,89
data-extraction,,158
datafeed,,55
datafield,,54
data-files,,102
data-fitting,,168
dataflow,,183
dataflow-diagram,,55
dataflowtask,,82
dataform,,99
dataformat,,110
dataframe,,4728
data-generation,,107
datagram,,120
datagrid,,1271
datagridcell,,99
datagridcolumn,,100
datagridcomboboxcolumn,,109
datagridtemplatecolumn,,110
datagridtextcolumn,,91
datagridview,,1130
datagridviewcheckboxcell,,99
datagridviewcolumn,,130
datagridviewcombobox,,109
datagridviewcomboboxcell,,102
datagridviewrow,,90
datagridviewtextboxcell,,71
datagrip,,127
data-import,,114
dataimporthandler,,126
data-ingestion,,114
datainputstream,,117
data-integration,,111
data-integrity,,142
data-kinds,,103
data-lake,,100
data-layer,data-layers,50
data-layers,,99
data-link-layer,,62
datalist,,158
dataloader,,116
datalog,,99
data-loss,,114
data-management,,105
data-manipulation,,225
datamapper,,182
data-mapping,,80
datamaps,,76
datamart,,75
data-masking,,104
datamatrix,,85
datamember,,103
data-members,datamember,56
data-migration,,217
data-mining,,477
datamodel,,156
data-modeling,,366
datamodule,,53
data-munging,,100
datanucleus,,154
data-objects,,72
data-oriented-design,,57
dataoutputstream,,103
datapager,,100
data-paging,,59
data-partitioning,,108
data-persistence,,106
datapicker,,71
data-pipeline,,99
datapoint,,57
data-preprocessing,,128
dataproc,,63
data-processing,,143
data-protection,,112
dataprovider,,132
datapump,,101
data-quality,,71
data-race,,58
datareader,,141
data-recovery,,762
datarepeater,,99
data-representation,,99
data-retrieval,,111
datarow,,138
datarowview,,52
data-science,,574
data-science-experience,,112
data-scrubbing,,50
data-security,,73
dataservice,,95
dataset,,954
datashader,,86
data-sharing,,103
datasheet,,67
datasnap,,126
datasource,,488
datastage,,148
datastax,,316
datastax-astra,,58
datastax-enterprise,,291
datastax-enterprise-graph,,113
datastax-java-driver,,168
datastax-startup,,105
datastep,,101
data-storage,,136
datastore,,194
data-stream,,105
data-structures,,2389
data-synchronization,,333
datatable,,1226
datatables,datatable,776
datatables-1.10,datatable,127
datatemplate,,359
datatemplateselector,,100
data-tier-applications,,52
data-transfer,,278
data-transfer-objects,,100
data-transform,,110
datatrigger,,160
data-types,,97
data-uri,,130
data-url,,99
data-validation,,92
data-vault,,52
dataverse,,116
dataview,,153
data-virtualization,,52
data-visualization,,733
data-warehouse,,589
dataweave,,242
datawindow,,102
data-wrangling,,199
date,,4080
dateadd,,121
date-arithmetic,,137
datebox,,100
date-comparison,,115
date-conversion,,131
datediff,,171
date-difference,,117
datefield,,111
datefilter,,63
date-fns,,110
date-format,date-formatting,273
dateformatter,date-formatting,106
date-formatting,,202
dateinterval,,104
datejs,,99
date-manipulation,,71
date-math,,99
date-modified,,64
date-parsing,,113
datepart,,100
datepicker,,919
datepickerdialog,,105
date-pipe,,99
date-range,,198
daterangepicker,,144
date-sorting,,56
datestamp,,66
datetime,,3676
date-time,datetime,128
datetime2,datetime,99
datetime64,datetime,84
datetime-comparison,,76
datetime-conversion,,109
datetime-format,,284
datetimeformatter,datetime-format,102
datetimeindex,,105
datetimeoffset,,119
datetime-parsing,,122
datetimepicker,,289
datomic,,122
dax,,449
daxstudio,,99
daydream,,99
dayjs,,104
dayofmonth,,54
dayofweek,,145
days,,123
db2,,1086
db2-400,db2,154
db2-connect,,52
db2-luw,,145
db2-zos,,99
db4o,,122
dbaccess,,56
dbal,,103
dbase,,112
db-browser-sqlite,,65
dbcc,,91
dbconnection,,102
dbcontext,,273
dbd,,101
dbeaver,,156
dbexpress,,109
dbf,,147
db-first,,54
dbfit,,54
dbflow,,70
dbghelp,,78
dbgrid,,113
dbi,,242
dbix-class,,106
dblink,,128
dblinq,,51
dbm,,83
dbmigrate,,105
dbml,,59
dbms-output,,99
dbms-scheduler,,103
dbnull,,120
dbo,,54
dbpedia,,210
dbplyr,,143
dbref,,92
dbscan,,134
dbset,,101
dbt,,158
dbunit,,174
dbus,,423
dbvisualizer,,104
dbx,,84
dc.js,,105
dcast,,101
dcg,,131
dcm4che,,99
dcmtk,,102
dcom,,113
dconf,,105
dcos,,117
dct,,106
dd,,262
ddd-debugger,,71
ddd-repositories,,143
ddd-service,,78
dde,,107
ddev,,122
ddl,,238
ddms,,127
ddns,,150
ddos,,175
ddp,,100
ddr,,68
ddr2,ddr,74
ddr3,ddr,112
ddrescue,,119
dds-format,,51
dd-wrt,,154
dead-code,,104
dead-letter,,104
deadlock,,356
dealloc,,133
deap,,102
deb,,269
debezium,,175
debian,,2956
debian-based,,107
debian-buster,,131
debian-installer,,53
debian-jessie,,139
debian-lenny,,144
debian-squeeze,,242
debian-stretch,,122
debian-wheezy,,207
debootstrap,,71
debouncing,,144
debug,,246
debug-backtrace,,51
debugdiag,,54
debuggervisualizer,,103
debugging,,4788
debug-mode,,86
debug-symbols,,202
decentralized-applications,,106
decibel,,76
decidable,,80
decimal,,551
decimalformat,,119
decimal-point,,113
decision-tree,,307
deck.gl,,103
declaration,,319
declarative,,135
declarative-authorization,,99
declarative-programming,,66
declarative-services,,105
declare,,120
declared-property,,75
decltype,,161
decodable,,151
decode,,403
decoder,,149
decoding,,233
decompiler,,155
decompiling,,247
decomposition,,126
deconvolution,,103
decorator,,473
decoupling,,116
decrement,,107
decryption,,108
dedicated-server,,146
deduplication,,126
deedle,,101
deep-copy,,188
deeplab,,83
deep-learning,,2179
deeplearning4j,,156
deeplink,,107
deep-linking,,495
deepsecurity,,52
deepstream.io,,77
deepzoom,,107
deezer,,100
deface,,53
default,,432
default-arguments,,108
defaultbutton,,58
default-constructor,,171
defaultdict,,113
defaultlistmodel,,99
default-method,,100
defaultmodelbinder,,91
default-parameters,,106
default-programs,,74
defaults,default,144
default-scope,,77
default-settings,,107
defaulttablemodel,,102
default-value,,258
defensive-programming,,104
deferred,,158
deferred-execution,,103
deferred-loading,,80
deferred-rendering,,102
defined,,109
defineproperty,,100
definitelytyped,,139
definition,,255
definitions,definition,70
deflate,,136
deflatestream,,63
deform,,62
defrag,,72
defragment,,120
defragmentation,,69
degrees,,126
deinit,,83
deja-dup,,111
del,,103
delaunay,,133
delay,,461
delayed-execution,,110
delayed-job,,211
delayedvariableexpansion,,99
delegatecommand,,91
delegates,,844
delegation,,165
delete,,154
deleted-functions,,82
delete-directory,,80
delete-file,,258
delete-operator,,162
delete-record,,60
delete-row,,174
deleting,,148
delicious-api,,59
delimited,,99
delimiter,,251
dell,,764
dell-equallogic,,61
dell-inspiron,,154
dell-latitude,,119
dell-openmanage,,91
dell-optiplex,,83
dell-perc,,140
dell-powerconnect,,81
dell-poweredge,,369
dell-powervault,,53
dell-precision,,74
dell-studio,,69
dell-vostro,,142
dell-xps,,124
delphi,,8933
delphi-10.1-berlin,delphi,142
delphi-10.2-tokyo,delphi,134
delphi-10.3-rio,delphi,138
delphi-10.4-sydney,delphi,135
delphi-10-seattle,delphi,121
delphi-11-alexandria,delphi,105
delphi-2006,delphi,124
delphi-2007,delphi,204
delphi-2009,delphi,204
delphi-2010,delphi,289
delphi-5,delphi,143
delphi-6,delphi,105
delphi-7,delphi,429
delphi-prism,,151
delphi-xe,delphi-xe,317
delphi-xe2,delphi-xe,588
delphi-xe3,delphi-xe,154
delphi-xe4,delphi-xe,137
delphi-xe5,delphi-xe,156
delphi-xe6,delphi-xe,113
delphi-xe7,delphi-xe,159
delphi-xe8,delphi-xe,122
delta,,112
delta-lake,,219
delta-live-tables,,52
deltaspike,,96
delve,,101
demandware,,95
demo,,113
dendextend,,102
dendrogram,,195
denial-of-service,,130
deno,,184
denodo,,63
denormalization,,120
denormalized,,69
dense-rank,,105
density-independent-pixel,,92
density-plot,,123
deny,,63
deobfuscation,,107
dep,,76
dependabot,,70
dependencies,,1450
dependency-injection,,2591
dependency-inversion,,100
dependency-management,,395
dependencyobject,,87
dependency-parsing,,71
dependency-properties,,250
dependency-resolver,,57
dependency-walker,,56
dependent-name,,57
dependent-type,,210
deployd,,90
deploying,,100
deployment,,2837
deployment-target,,54
deprecated,,391
deprecation-warning,,135
depth,,171
depth-buffer,,165
depth-first-search,,288
depth-testing,,96
deque,,150
der,,102
derby,,248
derbyjs,,87
dereference,,151
derivative,,162
derived,,114
derived-class,,170
derived-column,,100
derived-table,,102
derived-types,,101
deriving,,101
des,,149
descendant,,99
describe,,98
description-logic,,94
descriptor,,127
deserialization,,574
design,,888
designated-initializer,,100
design-by-contract,,110
design-decisions,,87
designer,,201
design-guidelines,,76
designmode,,99
design-patterns,,3361
design-principles,,124
design-time,,116
design-view,,53
desire2learn,,202
desiredcapabilities,,57
desktop,,531
desktop-app-converter,,63
desktop-application,,374
desktop-bridge,,180
desktop-computer,,181
desktop-customization,,124
desktop-environments,,266
desktop-gadget,,61
desktop-icons,,175
destroy,,170
destruction,,63
destructor,,320
destructuring,,143
detach,,106
detachedcriteria,,100
detailsview,,133
detailview,,103
detect,,188
detection,,281
detectron,,101
determinants,,105
deterministic,,127
detours,,103
detox,,113
dev,,71
dev-appserver,,59
devart,,144
dev-c++,,126
developer-console,,101
developer-program,,107
developer-tools,,150
development,,434
development-environment,,281
development-methodologies,,96
development-process,,208
devenv,,106
devexpress,,1053
devexpress-gridcontrol,,53
devexpress-mvc,,99
devexpress-windows-ui,,106
devexpress-wpf,,99
devextreme,,208
devextreme-angular,,100
devforce,,101
deviation,,69
device,,411
device-admin,,109
device-detection,,84
device-driver,,274
device-emulation,,75
deviceid,,51
deviceiocontrol,,76
device-manager,,129
device-mapper,,56
device-orientation,,130
device-owner,,103
device-policy-manager,,98
devices,device,126
devicetoken,,99
device-tree,,125
devil,,75
devise,,1125
devise-confirmable,,100
devise-invitable,,100
devise-token-auth,,91
devkit,,98
dev-null,,57
devops,,872
devops-services,,101
devserver,,53
devstack,,114
devtools,,185
dev-to-production,,101
dex,,160
dexguard,,104
dexie,,105
dexterity,,124
df,,177
dfa,,169
dfc,,61
dfm,,72
dfs,,143
dfsort,,76
dfs-r,,102
dft,,111
dgraph,,83
dgrid,,127
dhall,,57
dhcp,,794
dhcpd,,111
dhcp-server,,252
dhcpv6,dhcp,50
dht,,155
dhtml,,122
dhtmlx,,149
dhtmlx-scheduler,,99
dia,,69
diacritics,,188
diagnostic,,251
diagnostics,,134
diagonal,,118
diagram,,340
diagrammer,,101
diagramming,,99
diagrams,,140
dialect,,99
dialog,,1037
dialogflow-cx,,107
dialogflow-es,,496
dialogflow-es-fulfillment,,129
dialogfragment,,107
dialog-preference,,59
dialogresult,,80
dial-up,,52
dialyzer,,97
diameter-protocol,,73
diamond-operator,,66
diamond-problem,,101
diazo,,98
dice,,116
dicom,,421
dictionary,,2756
dictionary-comprehension,,118
didreceivememorywarning,,102
didselectrowatindexpath,,120
didset,,83
die,,100
diff,,555
diffabledatasource,,56
difference,,156
differential-equations,,242
differentialequations.jl,,83
differential-evolution,,75
differentiation,,104
diffie-hellman,,117
difflib,,120
difftime,,101
difftool,,95
dig,,134
digest,,127
digest-authentication,,107
digit,,109
digital,,114
digital-certificate,,127
digital-design,,59
digital-logic,,114
digital-ocean,,364
digital-signature,,551
digits,,164
digraphs,,99
dih,,99
dijit.form,,115
dijit.layout,,100
dijit.tree,,60
dijkstra,,231
dill,,106
dimension,dimensions,156
dimensional,,77
dimensionality-reduction,,118
dimensional-modeling,,143
dimensions,,211
dimple.js,,100
dingo-api,,103
dining-philosopher,,68
dio,,129
dir,,122
direct2d,,199
direct3d,,344
direct3d11,direct3d,128
direct3d12,direct3d,57
direct3d9,direct3d,101
directadmin,,100
directcompute,,65
directdraw,,73
directed-acyclic-graphs,,210
directed-graph,,174
directinput,,96
direction,directions,150
directions,,123
directive,,158
direct-line-botframework,,113
directory,,1828
directoryentry,,104
directoryindex,,62
directoryinfo,,109
directory-listing,,117
directory-permissions,,50
directorysearcher,,84
directoryservices,,213
directory-structure,,219
directory-traversal,,70
directshow,,386
directshow.net,,106
directsound,,102
directus,,103
directwrite,,99
directx,,1082
directx-10,directx,104
directx-11,directx,348
directx-12,directx,121
directx-9,directx,168
directxmath,,51
dired,,105
dirent.h,,99
dirichlet,,60
dirname,,99
disable,,138
disabled-control,,109
disabled-input,,115
disambiguation,,52
