,issue,openAI_ETD1,y_ETD,y''_ETD,ACC_AI_ETD
docker,Is there someone that set up a node container by connecting mongo on main host ?,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
deeplearning4j,"Anyone can explain me why there is such a variation in model scores? Sometimes it starts at 12, other times 3, or even 0.10..",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
docker,anyone can help me? new to docker cannot run an instance of strapi says module not found :o,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"guys, I'm doing some testing about the spark bug i'm facing. I just found out that if I do not specify any of --executor-memory or --driver-memory (so spark uses 1g per executor), the training works fine. Can this mean that dl4j needs a lot of memory for itself even in training with spark?","The sentence """""" Can this mean that dl4j needs a lot of memory for itself even in training with spark? """""" uses <pattern>Can this mean to VB</pattern> to indicate that the user is questioning whether ""dl4j needs a lot of memory for itself even in training with spark"". The answer is YES.",1,0,0
deeplearning4j,"hi, in nd4j-examples I see only basic usage examples, I want to know if I can do a PR with a standard logistic regression implementation or if it is not the right place","The sentence """""" I want to know if I can do a PR with a standard logistic regression implementation or if it is not the right place """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""do a PR with a standard logistic regression implementation"". The answer is YES.",0,0,1
docker,Hi i have pulled an new postgres on the already exisiting one and when i tired to start the new postgerss docker deamon is giving error. Error response from daemon: Cannot start container postgres: Error getting container from driver aufs: error creating aufs mount to: invalid argument can any one help me with this ?,No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
gitter,"Question regarding third-party permissions with GitHub and Gitter. If I transition an organization from ""no restrictions"" to ""restricting 3rd party access"", will there be any unforeseen issues or outages? Is it as simple as approving Gitter once again? I've referred to but it only addresses the initial setup of Gitter community, not transitioning OAuth permissions.","The sentence """""" If I transition an organization from ""no restrictions"" to ""restricting 3rd party access"", will there be any unforeseen issues or outages? """""" uses <pattern>trying to VB</pattern> to indicate that the user is trying to ""transition an organization from 'no restrictions' to 'restricting 3rd party access'"". The answer is YES.",0,0,1
ethereum,ETH and ERC20 tokens Txs still slow? I hevnt been able to move any of my ERC20 tokens out of exchanges .,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
gitter,"I am trying to use hexchat, but I keep getting: No ping reply for 79 seconds, disconnecting. is that something I have to disable on hexchat? using ""/set net_ping_timeout 0"" seems to work","The sentence """""" I am trying to use hexchat, but I keep getting: No ping reply for 79 seconds, disconnecting. """""" uses <pattern>trying to VB</pattern> to indicate that the user is attempting to ""use hexchat"". The answer is YES.",0,0,1
nodejs,"Hello, I would like to use typescript with node. I read tutorials using gulp to compile typescript files into javascript files in a separate folder (often dist). But in , I don't see any javascript files compiled. I don't understand the difference. Or maybe there are .js but I can't see them?","The sentence """""" I would like to use typescript with node. """""" uses <pattern>would like to VB</pattern> to indicate that the user expects to ""use typescript with node"". The answer is YES.",0,0,1
deeplearning4j,"Hi guys ! I have a short question and hope that someone can help me: whenever I try to train my CNN for a binary classification problem - I get the following message : ""1 class was never predicted by the model and was excluded from average precision."" after the evaluationI created a small dataset for training purpose which contains around 4900 pictures per class. So I tried different things to pass the data - at the moment it looks like this.","The sentence """""" I try to train my CNN for a binary classification problem """""" uses <pattern>try to VB</pattern> to indicate that the user expects to ""train my CNN for a binary classification problem"". The answer is YES.",0,0,1
deeplearning4j,im using Image Transform to in this code but transformed image not show what's wrong ? =)),No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"In ParagraphVectorsClassifierExample , i got same value for all iteration - "" o.d.m.s.SequenceVectors - Epoch: [2]; Words vectorized so far: [7590]; Lines vectorized so far: [30]; learningRate: [0.001]"" . Is this expected?","The sentence """""" i got same value for all iteration - "" o.d.m.s.SequenceVectors - Epoch: [2]; Words vectorized so far: [7590]; Lines vectorized so far: [30]; learningRate: [0.001]"" . Is this expected? """""" uses <pattern>is this expected</pattern> to indicate that the user is inquiring about the expected behavior of the program. The answer is YES.",1,0,0
