,issue,PS1,y_PS,y''_PS,ACC_AI_PS
docker,"Hi. Can anyone suggest me a light solution for a local docker environment? I have a coupe of containers managed by docker-compose. I use fixed exposed ports to access different services , but I would like some virtualhosts defined, so I don't have to access . I tried with reverse proxy, but I cannot make it work. Any idea? thisisthekap: I tried jwilder/nginx-proxy but the network configuration used with compose v2 syntax is not working. Switching to v1 is not an option..","The sentence """""" I tried jwilder/nginx-proxy but the network configuration used with compose v2 syntax is not working. """""" uses <pattern>is not working</pattern> to indicate that there is something wrong with ""the network configuration used with compose v2 syntax"". The answer is YES.",0,0,1
appium,Hi folks! Has anyone used Appium with the VMware/AirWatch Browser yet? Do you need to write your own driver to talk to it?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,i used two times swipe code in same class that is not working can you help me why it is not working?,"The sentence """""" i used two times swipe code in same class that is not working can you help me why it is not working? """""" uses <pattern>is not working</pattern> to indicate that there is something wrong with ""using two times swipe code in the same class"". The answer is YES.",0,0,1
docker,"hello, being newish to docker i set upon creating a rabbitmq container with docker-compose I have so many questionsâ€¦ Hope I good hereâ€¦ Am I correct in assuming its database is not preserved between restarts unless i map it to a local volume? Is providing an entrypoint in the docker-compose.yml preventing the entrypoint DockerFile entrypoint from the image from being run? And if, so how do would I add addional runtime configuration, such a user account etc. This image seems to run allright, but I can't seem to define ssl options as it (re)creates its own rabbitmq.config","The sentence """""" This image seems to run allright, but I can't seem to define ssl options as it (re)creates its own rabbitmq.config """""" uses <pattern>can't VB</pattern> to indicate that there is something wrong with ""defining SSL options"". The answer is YES.",0,0,1
typescript,"I've got a problem when extending a class with a super in constructor. It looks like that when I'm extending an other class (in other package in typescript transpilled to es2015), when compiling my class and using it, I have Class constructor FlexError cannot be invoked without 'new' Here is the class that I'll extend And the extending class The two classes are on separate packages, The first one is published by compiled in es2015 The second one compiles in es2015 fine, but fails at runtime with the error mentioned above","The sentence """""" I have Class constructor FlexError cannot be invoked without 'new' """""" uses <pattern>cannot be VB without 'new'</pattern> to indicate that there is a problem with invoking the class constructor. The answer is YES.",0,0,1
typescript,"given the following code, is it possible to access the'a2'argument to@decorator('a2') as a type?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"hello, Im having some issues with numeric keyboard in ios I can not make senKeys work","The sentence """""" Im having some issues with numeric keyboard in ios I can not make senKeys work """""" uses <pattern>can not VB</pattern> to indicate that there is something wrong with ""numeric keyboard in ios"". The answer is YES.",0,0,1
ethereum,"hi, which part of the keystroke file had to be backuped ? is there any documentation what the different data in this file means ? is it possible to get my private key from the keystroke file ? is able to generate if for me but i would like to do it on my own",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
docker,Hi all. I'm trying to setup a compose file for wordpress/mysql and keep getting the error timcharper: the wordpress docs states-e WORDPRESS_DB_HOST=... (defaults to the IP and port of the linked mysql container)as far asMYSQL_PORT_3306_TCPI did not see any documentation on either image,"The sentence """""" and keep getting the error """""" uses <pattern>keep getting the error</pattern> to indicate that there is something wrong with ""setup a compose file for wordpress/mysql"". The answer is YES.",0,0,1
appium,"hi... i have problem with appium driver FindElement, suddenly it runs so slow. tried different version of selenium driver and it doest fixed my issues any one can help me? thanks alot","The sentence """""" i have problem with appium driver FindElement, suddenly it runs so slow. """""" uses <pattern>have problem with</pattern> to indicate that there is something wrong with ""appium driver FindElement"". The answer is YES.",0,0,1
appium,Hi guys. I'm setting Appium up for the first time and am running into an issue. Setting up ANDROID_HOME doesn't seem to be working correctly. When I run echo $ANDROID_HOME I get android sdk root. Please see my Bash below and inform me if you see anything incorrect,"The sentence """""" Setting up ANDROID_HOME doesn't seem to be working correctly. """""" uses <pattern>doesn't seem to be VBG correctly</pattern> to indicate that there is something wrong with ""setting up ANDROID_HOME"". The answer is YES.",0,0,1
nodejs,"Hey guys. I have a question which couldn't get answered in other room. Can someone tell if, is it worth it to learn MEAN in 2017? (Want to learn it badly, just not sure if it's reasonable) shivkumarsingh7: so, in other words, it's still worth and no reason to not do so?",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
