,issue,PS1,y_PS,y''_PS,ACC_AI_PS
gitter,Has anyone else noticed that Alt-clicking timestamps to insert links into the chat input field stops working periodically? Restarting the Gitter client (I'm using the desktop client) fixes the issue. I'll check the Console next time and see if an error is generated when it fails to work correctly.,"The sentence """""" Alt-clicking timestamps to insert links into the chat input field stops working periodically """""" uses <pattern>stops VBG</pattern> to indicate that there is something wrong with ""Alt-clicking timestamps"". The answer is YES.",0,0,1
docker,"Did someone tryed to debug java container via Windows machine? I`m getting just an error all time and I`ve forwarded 8000 port throught docker-compose trying to connect 192.168.99.100:8000 for debug via Intellij Idea, but it fails","The sentence """""" I`m getting just an error all time """""" uses <pattern>getting just an error</pattern> to indicate that there is something wrong with the debugging process. The answer is YES.",0,0,1
deeplearning4j,"Hello! I have problem using CUDA - it not work. I tries with different ways. Maybe graphic card too old, but it has CUDA... I build examples with maven and here logs and other info: Ok. Thank you. Can you add this info into requirements? I spend much time trying to solve the problem :)","The sentence """""" I have problem using CUDA - it not work. """""" uses <pattern>problem using sth</pattern> to indicate that there is something wrong with ""CUDA"". The answer is YES.",0,0,1
gitter,"hey guys, I just started using gitter, I logged in with twitter first and downloaded the Mac OS X app, but then I found some rooms that required me to be logged in with github, so I logged out in the browser and logged back in with github, but I can't find how to logout of the desktop app to make my account a github account only or how to add my github account to the twitter login so it knows that I have a github account too Thanks! I didn't realize there was a menu bar option, I was clicking on my picture on the main app, looking in the menu, and using the command-comma to look for something in the options. Gitter n00b :-)","The sentence """""" but I can't find how to logout of the desktop app to make my account a github account only or how to add my github account to the twitter login so it knows that I have a github account too """""" uses <pattern>can't find how to VB</pattern> to indicate that there is something wrong with ""logging out of the desktop app"". The answer is YES.",0,0,1
deeplearning4j,"Question, how can I judge TerminationReason is Error or IterationTerminationCondition or EpochTerminationCondition? When "" Hit epoch termination condition at epoch 29. Details: MaxEpochsTerminationCondition(30)â€œ, if I continue trainer.fit() will it be overfit again? So code will not make thing worse?",No sentences found to indicate the error or undesired behavior. The answer is NO.,0,1,0
deeplearning4j,"hi, is there any instructions to decide how many layers should I choose? if so may take a lot try and effort",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,Guys is there any other place which is safe where I can turn my BTC into ETH? Tried shapeshifting and they just scammed me,"The sentence """""" Tried shapeshifting and they just scammed me """""" uses <pattern>they just VBD me</pattern> to indicate that there is something wrong with ""shapeshifting"". The answer is YES.",0,0,1
deeplearning4j,hello im getting exception when trying to use transfer learning api heres the gist the error is on TransferLearningHelper transferLearningHelper = new TransferLearningHelper(net);,"The sentence """""" im getting exception when trying to use transfer learning api """""" uses <pattern>getting exception</pattern> to indicate that there is something wrong with ""transfer learning api"". The answer is YES.",0,0,1
gitter,"how do I join a channel from the IRC gateway? the usual IRC syntax #user/project doesn't work, even tho' the one channel I see via the IRC client has that same form mm odd enough I could join this channel from the irc client (where I'm typing this very line), but I cannot do the same with scopatz/xonsh ohhh wait, the github project got renamed, but the title via web interface stayed scopatz/xonsh my bad, sorry for the noise","The sentence """""" the usual IRC syntax #user/project doesn't work """""" uses <pattern>doesn't work</pattern> to indicate that there is something wrong with ""the usual IRC syntax #user/project"". The answer is YES.",0,0,1
typescript,"does the dts have ""declare module 'hyperapp'"" in it? right, that declares a global symbol hyperapp that doesnt work when you use it with the ""import from 'hyperapp'"" syntax","The sentence """""" that doesnt work when you use it with the ""import from 'hyperapp'"" syntax """""" uses <pattern>doesn't work when</pattern> to indicate that there is something wrong with ""the import from 'hyperapp' syntax"". The answer is YES.",0,0,1
